Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21999979,15.32999992,15.52000046,15.67999983,15.76999974,15.8499999,15.92000031,15.96999979,16.03999972,16.12999988,16.1500001,16.30000007,16.19000041,15.29999971,17.42999983,16.56999981,14.64000005,12.90999985,12.02000022,11.81999969,11.31000006,10.65999985,10.37999964,9.319999754,9.819999993,9.700000286,10.21999955,10.23999959,10.58999979,
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.75600052,29.84300041,28.96500015,28.00499916,26.93000031,26.04000092,25.05900002,24.00600052,22.9810009,21.94400024,20.09600067,18.29000092,16.99900055,18.78800011,18.32799911,18.30599976,18.41500092,19.95100021,17.14500046,15.03899956,14.80099964,14.50599957,14.3920002,14.2159996,15.60000038,14.80599976,14.69999981,14.13199997,12.97799969,9.994000435
Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,,,43,,,,41.3,,,,,36.9,,,28.3,,27.5,,,,29,,,,,,
Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,2.7,,,,3.1,,,,,2.6,,,2.6,,2.5,,,,2.4,,,,,,
Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.85530758,10.62284565,10.37981224,12.33823776,12.0292511,10.91880608,13.09509087,13.50931835,13.01471424,13.36997318,14.14495373,14.68394661,14.46734238,14.33796692,14.91606522,15.23775864,15.28978539,15.28978539,15.28978539,15.28978539,
Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198712945,,,,,0.219145417,,,,,0.433549285,,,,,0.316305459,,,,,,,,,,
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,
"Prevalence of overweight (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,11.4,11.5,11.7,11.9,12,12.2,12.3,12.5,12.6,12.6,12.7,12.8,12.8,12.9,12.9,12.9,12.9,12.9,12.9,12.9
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,46.9,,46.7,,46.7,,46.9,,46.8,,
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,,,,74,75,75,70,72,70,71,72,81,79,81,73,72,73,76,75,74,73,71,70,69,74,81,84,85,82,81,77,75,71,81,85,85,76,76,74,77,
"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.5,2.6,2.7,2.9,3,3.1,3.3,3.5,3.7,3.9,4.1,4.4,4.7,4.9,5.1,5.2,5.3,5.2,5,4.9,4.6,4.4,4.1,3.9,3.6,3.4,3.3,3.1,3,2.9
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,34.7,34.2,33.7,33.1,32.4,31.7,30.9,30.2,29.6,29.1,28.7,28.6,28.6,28.7,28.9,29.1,29.5,29.9,30.5,
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2,,,,
"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,4.256999969,,,4.403160095,,,,,,,,,,,,,,,11.52017975,12.47187042,12.61898994,12.99367046,13.20866966,14.47984028,15.78063011,,,,,,,,,,,,,,,,18.36263084,19.60802078,19.14365959,19.93049049,19.80924034,22.26092911,20.9184494,22.36602974,23.80195999,23.86655998,
"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.76140022,,,,,11.84107018,13.58813953,15.30891991,14.15223026,12.05580044,9.340029716,7.694690228,,,,,,,,,,,,21.98756981,13.17866039,9.923049927,
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.326620102,2.295030117,2.376950026,2.540940046,2.565150023,2.601419926,2.843310118,3.016940117,2.936419964,2.998310089,3.236779928,3.678780079,3.901129961,4.106919765,,4.186669827,,4.654349804,4.223090172,5.037650108,4.636710167,
"Secondary education, duration (years)",SE.SEC.DURS,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,656359,,,,,,,,,,,,,,,,,,,,,506809,,,438709,421243,,,426774,381505,402599,380927,339451,276109,235869,227722,,,,,,,,,,,,369093,458946,463709,
"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.18035889,,,,,,,,67.47727203,58.56632996,,76.13928223,75.33849335,74.98126984,,,,,,,,,,,,70.62319183,,87.31864166,93.97078705,,
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.16038,,,,,,,97.83521,113.41783,98.51319,107.49448,120.65948,125.56298,124.65619,124.45956,,,,98.73003,100.149,105.56117,101.82281,100.56938,97.62175,99.56079,92.8316,107.45422,,,
Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25468063,67.93295288,67.61264801,77.92221832,,,,,,,,,,,,,,,,,,
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,85.16584778,,,,,,,,,,,,,,,,93.90515137,,,,,,,,,,,97.57077789,,98.36508942,98.64412689,98.78965759,98.88204193,,98.88227844,98.95578003,,95.32382202,,98.40953064,
Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.20964565,,,,,79.75926853,,,,92.98608396,,,,,,
"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.097451088,2.32080537,2.565117438,2.733692183,2.902366928,3.068228074,3.200068965,3.39581982,3.573992646,3.678687946,3.748509498,3.853343852,4.153334351,4.291791822,4.150960297,4.097568353,4.098281181,4.230775133,4.484044537,4.82695279,4.942046193,5.031170368,5.122317314,5.454728127,5.768673897,5.997115612,6.312912941,6.549363136,6.681190628,6.832919506,6.967257969
Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,25.60386473,26.1374102,26.85391334,29.10769231,27.76533184,28.36261059,28.67880211,30.72478992,29.07497566,28.9150372,26.6913736,25.06759253,26.50163301,30.78094897,33.04484958,27.35274853,26.4161452,26.91352917,27.96764668,29.75363002,33.70956188,29.11596783,25.41975765,24.42879319,22.98449412,23.31375438,22.12546565,20.33260967,20.28215275,21.02929522,16.73920222,16.91662506,16.31195508,16.10955852,15.61771795,17.00762056,15.97215083,15.16112724,15.08260225,14.72529111,15.42981325,15.17875178,18.34260255,18.82605511,17.27234748,18.00612636,18.41790755,17.52085064,16.79883576,17.73385249,17.48302059,16.48779942,13.84424166,14.1806569,14.02970657,14.62401423,14.66364442,14.64988085,13.95434381,13.81048208,14.89885126
GNI (current LCU),NY.GNP.MKTP.CN,5175000000,5429000000,5839000000,6500000000,7142000000,7799000000,8515000000,9520000000,10270000000,11558000000,12682000000,14074000000,15878000000,19688000000,24161000000,27048000000,30523000000,33838000000,38945000000,46569000000,62038000000,71852000000,81757000000,93650000000,1.09688E+11,1.25947E+11,1.47558E+11,1.73993E+11,2.09169E+11,2.50889E+11,2.8793E+11,3.33386E+11,3.75322E+11,4.72294E+11,5.36494E+11,6.12474E+11,6.88424E+11,7.638E+11,8.28245E+11,9.06089E+11,1.03111E+12,1.13376E+12,1.33128E+12,1.45553E+12,1.62458E+12,1.80558E+12,2.02282E+12,2.27783E+12,2.53776E+12,2.73807E+12,2.99608E+12,3.24921E+12,3.47703E+12,3.77511E+12,4.03135E+12,4.31951E+12,4.6376E+12,4.93739E+12,5.20825E+12,5.46512E+12,5.42852E+12
Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005970701,0.010859249,0.007914682,0.011583866,0.010445101,0.009665751,0.011347593,0.010123811,0.006338556,0.01361385,0.02919796,0.054641415,0.055042339,0.024682504,0.032182686,0.03725527,0.042757927,0.041784128,0.047858688,0.033810439,0.04084275,0.058728893,0.05442063,0.058418698,0.051246424,0.036867557,0.019269552,0.019028206,0.031558591,0.015830792,
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,106000000,34000000,58000000,138000000,224000000,373000000,360000000,492000000,297000000,540000000,549000000,90000000,-4000000,809000000,1458000000,58000000,56000000,-1616000000,-902000000,-1934000000,-1914000000,-156000000,1909000000,-3137000000,-1163000000,-4839000000,-6122000000,-7089000000,-9351000000,-10281000000,-13839000000,-12620000000,-8722000000,-1099139900,-6044937500,2958900100,820490700,-832800600,-896573600,-7338549800,1693134900,-598547000,28642480900,51669903700,41207454100,67131541000,75217300300,59293953400,1781068000,29518828800,26891053300,-24656862100,-14347173400,-135300,-45300,-117600,-83400,-86200,0,1337810100,-4334513200
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,,17069819566,17801037656,24609066516,30513686649,30710641887,28804753004,31631185822,36402587951,43932061087,61673285911,64162944999,58245140316,65351463840,60077832574,43353776753,49508393545,66928549382,72705524371,76171394061,89600686548,98273100818,1.08868E+11,1.10104E+11,1.14974E+11,1.28555E+11,1.21668E+11,1.26584E+11,1.14054E+11,1.13231E+11,1.12777E+11,98629228235,95020967667,1.4578E+11,1.90498E+11,2.15799E+11,2.25919E+11,2.42574E+11,2.21586E+11,2.41298E+11,3.04276E+11,3.35687E+11,3.21027E+11,2.96129E+11,2.85612E+11,2.62138E+11,2.41507E+11,2.85772E+11,2.99491E+11,2.84723E+11,
Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,396016033.8,478874063.4,520383289.5,567159413.5,643764011.4,753676230.6,847786483.6,953313264.7,1054537412,1264846793,1471620598,1855575536,2197564397,2430511199,2783834468,3013313527,3207543880,3342220599,3688828056,3897445730,3797329858,4181989740,4042274798,4502700110,4967707915,5539036130,5801477886,6394153636,6467680159,6664487963,7030376003,7217768255,7186485643,8488270214,9920575856,9686763733,10962708350,11990657487,13307694771,13885891712,13413196422,14226586784,14431449513,14838839882,16303893083,16130189932,17119709390,17679852910,18243787424,18616818998,
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,35.94529662,36.17208077,36.19439868,36.30961224,37.19298246,38.06818182,37.56373938,35.88049995,35.95262713,36.22559653,36.14320462,34.56645809,35.8143501,37.75209051,38.58056777,39.24288654,39.46086902,38.3065999,39.6575056,42.4771833,45.27758866,42.68131692,40.83473278,41.44676045,39.79439809,39.98071023,40.19016262,38.19417874,37.74869328,36.7741389,36.40687558,35.09591082,33.67637593,31.9307593,31.23031633,30.98186557,29.88998626,29.25063094,28.57636657,27.66560221,28.22975551,28.53161312,28.50591602,26.89286806,26.30363667,26.01507927,24.85911763,25.29461831,26.94155611,25.74307619,25.3034631,24.83949115,24.46860024,24.55174177,24.30528201,23.73230797,23.7825373,23.6105565,23.50699445,23.57785538,23.42227545
"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,30686698764,31826705598,33631500017,34722167147,30745127361,31086610046,33532820610,41917973382,36900904582,38656359297,36085501060,42856726162,42582760966,37191749150,48489242843,44329126788,43256637443,48339925319,50277157889,49187789172,54095791259,57223668780,52390974661,40494912459,45112069978,54286658007,57863786512,59336187139,61000752926,69968893248,64976494299,67878447914,49374760680,61191401800,66025522600,52886443600,65579190000,66169402700,62662424400,66547494700,69675226900,67375944500,71755380800,72244084900,72864979500,74912329200,70820033300,72929876800,87086665700,85438740700,85182132800,86880690200,88412741900,92373543800,1.02488E+11,98759569300,93672105300,1.11545E+11,1.11993E+11,1.04992E+11,1.19091E+11
Imports of goods and services (current US$),NE.IMP.GNFS.CD,1860599257,1698199321,1755599298,2185399127,2647398942,3035198787,2858798858,3337598666,3310998677,3770198494,4537398187,5155079412,4735111876,6474444982,10199020663,11142547108,10274099992,9939449992,11625349991,14412914775,22027807963,25138479200,20405854588,17786554172,17732934994,12921130271,14231750255,17453545293,20846130415,20522919802,21016334465,21011842248,22581697055,23233160939,26964909316,33385624879,33340311213,34878038194,32916448094,30286766511,33107150062,30897295916,32316354701,42967335122,58544050033,68831632412,84077973861,97145371448,1.06599E+11,81135041363,1.02766E+11,1.23431E+11,1.23559E+11,1.22253E+11,1.16262E+11,1.00591E+11,89649913399,99923782384,1.09384E+11,1.03998E+11,78321821096
"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,12.77028276,12.20368745,11.61449753,13.01441093,14.83130904,15.85968379,15.27478754,14.71395183,14.38105085,14.8006007,16.57798723,16.75032662,16.46363747,16.93556321,17.00119952,19.6054779,19.43510635,18.95103115,18.7387742,18.92704835,19.90623259,20.76060432,20.53715078,20.0092412,18.69873098,17.48458337,14.94079293,13.83394607,15.30217533,15.95835611,15.60117871,14.10042513,13.07531735,11.41269898,12.01464315,12.69083278,12.9196788,13.16575245,13.56025152,12.14217824,11.74303365,11.82555143,11.51276748,11.95056867,12.47219663,13.2156325,14.47297773,15.64188622,17.74165678,15.88366204,14.40411897,14.39028929,14.70911315,15.38273919,14.97864337,14.51878746,13.98480984,13.35652881,13.07833892,12.64931347,11.20105851
Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,,3.021151639,5.680197008,5.982234295,8.103192135,4.754450202,4.744228281,4.36227796,7.246797267,6.776778121,6.880701339,5.472897273,3.132199751,6.838390679,5.814337386,5.598990473,2.544300373,0.323993028,1.385734946,3.082842419,8.729006184,5.864042902,3.180093907,2.690573275,5.173760563,-1.624229567,0.754672786,3.822913464,4.275622135,3.092911575,2.703086537,0.253933667,-0.491951967,1.682418072,3.125470787,2.709933279,4.307377268,2.982280982,0.777822945,1.429919068,3.855309492,3.407233021,3.495924951,3.49057604,6.001333049,4.937038017,7.634251779,6.448978529,2.627777636,-1.588528967,4.266946676,4.060407405,3.582141706,1.92194719,1.001186925,1.424151194,0.989120527,1.252008478,2.073555235,1.434284936,-4.708072589
General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,98777973040,1.05089E+11,1.21022E+11,1.26385E+11,1.3626E+11,1.48087E+11,1.55465E+11,1.6162E+11,1.72771E+11,1.8344E+11,1.9802E+11,2.1376E+11,2.12793E+11,2.2216E+11,2.39353E+11,2.68318E+11,2.83069E+11,2.93913E+11,2.95887E+11,3.10097E+11,3.38364E+11,3.44772E+11,3.66571E+11,3.73214E+11,3.98615E+11,4.1232E+11,4.21769E+11,4.37547E+11,4.44799E+11,4.62664E+11,4.73131E+11,4.83826E+11,4.9285E+11,4.98627E+11,5.0266E+11,4.72456E+11,4.90434E+11,5.00911E+11,4.89788E+11,4.91916E+11,5.06322E+11,5.22132E+11,5.46001E+11,5.76869E+11,6.07082E+11,6.13633E+11,6.36751E+11,6.76256E+11,7.28133E+11,7.4099E+11,7.38924E+11,7.69098E+11,8.0594E+11,8.31421E+11,8.47435E+11,8.39291E+11,8.56222E+11,8.53842E+11,8.61977E+11,8.85488E+11,8.96896E+11
Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,64.57142857,65.55555556,63.29787234,63.20754717,61.75115207,61.40350877,61.13207547,58.86287625,57.18654434,57.79036827,57.80487805,59.99979016,57.07266134,58.39721496,59.62405978,61.20482878,58.64864865,58.61788618,56.2973159,55.35113751,56.79028481,56.46336235,56.78378912,64.08726818,62.9669635,56.07823139,55.11151471,60.41689974,62.82051974,58.30834564,55.32292345,60.57408441,56.37367787,59.66706699,58.02615966,48.16398239,53.93684435,54.71131517,54.75175042,55.54132376,54.7562641,54.33819331,58.59750385,67.35791414,65.38142314,64.96095511,64.75223592,61.3737288,59.37974977,60.45728965,57.4735803,55.6938588,57.26672911,55.33949316,55.52288607,54.4502118,54.32288657,54.60015828,53.80194294,53.9566856,31.02556955
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,3.580297824,2.525107604,2.21791432,1.930730381,0.963964663,1.012602699,0.977616766,0.778836624,0.930893328,1.313992989,0.99951218,0.920326741,0.947696783,2.423684939,2.552168451,2.309095532,3.031865707,4.804699259,2.277942544,2.333762702,2.864520723,3.083516418,2.00720479,1.403672898,1.769107179,2.302340624,2.948667907,3.379978894,3.744767114,4.784619261,3.717057994,3.380031803,2.894402261,4.410891008,8.453173024,8.660503295,10.33729909,10.89340961,6.553104494,8.263997191,9.762106197,7.574873903,7.448018784,8.313248896,8.218208401,10.07449395,11.81701511,15.02983027,15.73811666,21.16293689,18.30846033,20.68134833,20.6995743,21.74107981,19.40547775,18.97238101,19.34261618,20.77052442,21.1053401,21.47920566,
Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,49.14285714,46.15384615,43.31550802,45.37815126,47.3880597,47.96238245,43.88059701,43.23607427,41.64588529,43.412527,45.27972028,44.96512585,39.71075909,42.18246202,48.59017237,42.09964493,38.95705521,32.42365172,31.91841235,35.94419189,39.65975158,45.02867631,42.72082717,37.61001222,40.47635019,44.51826062,42.90935952,40.2354789,41.98990478,45.01621462,41.2722078,44.185273,40.41825585,37.30829099,40.77777883,40.09039856,42.89495268,42.89377549,42.20054053,42.68280067,43.05128207,41.49129605,42.77448291,40.53299062,43.84332522,44.92832804,48.51540255,48.02965589,46.45463083,40.18158719,37.91656344,41.23186163,43.95949703,43.62601207,44.03613031,40.89499079,36.85680576,37.61958182,39.18865726,38.70082629,35.33348734
Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.141203736,5.825684064,8.795884495,8.289694346,6.132348065,6.620330071,6.489507965,1.728714437,9.593033654,6.263089768,9.852529274,6.986112258,6.019574023,7.042745071,9.755629613,9.756955918,10.37697041,6.333268184,6.801067022,7.710729756,9.576759308,8.546391744,
"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11,87.18,,87.18,87.18,87.18,86.69,86.69,86.69,86.69,86.69,85.59,85.59,85.59,85.59,85.59,80.03,80.03,80.03,80.03,80.03,80.56,80.56,80.5,80.5
"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.48,99.54,,99.54,99.54,99.54,99.43,99.43,99.43,99.43,99.43,99.43,99.43,99.43,99.43,99.43,99.45,99.45,99.45,99.45,99.45,99.44,99.44,99.44,99.44
Urban population growth (annual %),SP.URB.GROW,,2.825832406,2.727641611,2.756954696,2.777945183,2.794065869,2.804824195,2.814580449,2.829085336,2.849923869,2.853768699,2.787838064,2.807879078,2.801733882,2.763879282,2.708548967,2.639688377,2.586573307,2.578957817,2.628963959,2.744629064,3.024446157,3.087330394,3.098511543,3.037472264,3.172450038,3.543356442,3.429787405,3.365956261,3.374967213,3.421360375,3.453724912,3.413635617,3.361496606,3.218541152,3.014748161,2.803637079,2.624754099,2.467092565,2.347576193,2.256321616,2.168224701,2.183543809,2.165891582,2.149316046,2.153980108,2.168212241,2.184679241,2.217756048,2.259330298,2.31239696,2.369562134,2.416158733,2.42442572,2.394064734,2.331377828,2.260144616,2.19291874,2.127672998,2.068484805,2.015480033
